userName,content,score
Likum Liwa,Habis Pembaruan malah bobrok muter muter gajelas kembalikan ke apk versi lama saja Woey!!,1
Maman Maman,Aplikasi mobile banking paling lemot lelet pa lagi abis update makin ga bisa dipake sampah,1
dhika kebo,Aplikasi cacad mnta update gilirn d update buka aplikasinya sma skli tdak bisa...ambl uang jga gak bsa ...tlg uang sya kmbalikan,1
Ricky Sagita,"Balikin ke menu yang biasa aja, ngk usah ribet Menu BCA aja dari jaman dahulu kala ngk pernah berubah tapi tetap nyaman dipakai nasabah, ini malah ganti menu update menu malah ribet malah ngk bisa dipake, Segera Perbaiki.",1
GANANG ANGGORO,"Semenjak diperbarui kemaren kok malah ga bsa dibuka muter2 doang si, kan jd susah kaya gini , tolong dong diperbaiki",2
Susi Septiani,Memuat terus loading,2
Firman Giroud,Setelah di update tidak bisa login.. Kocak bet dah..,1
Rizkiy Adiy,Abis update malah rusak aplikasi nya,1
Cherys Wijaya,"Diperbaharui makin jelek harus muter2 loading lama banget ,,bagus sebelum diperbaharui terus kalau mau loging harus masukin user id lagi kalau yg lama tinggal pakai biometrik gampang ini kayak balik lagi balik lagi jelek banget sumpah",1
Firda Devia Putri,Ngebug mulu pas abis update.. Gabisa login,3
Riki Sutisna,"Semenjak update jadi lemot muter"" trus parah, Tolong di perbaiki demi kenyamanan pengguna",1
ginanjar adhi pradana,Lemot sekali aplikasinya gak menunjang,1
hf official herman fauzi chanell,"setelah update susah login ,,,malah tidak bisa hdeuhhhhh",5
Risdan Herdiawan,Setelah di update jdi susah login padahal jaringan bagus,1
Rafli Pratama Pratama,Apa ini .masalahnya pitur baru malah Susah masuk dan transaksi .,3
afridho silatworld,Di perbarui bukannya makin bagus ini malah lemot gajelas tolong dong di perbaiki secepatnya,1
VideoSantai,Apaan ini versi terbaru malah ribet + loding mulu,1
sofiyu rochman,"Setelah update malah sering ngelag,trus keluar sendiri.mau masuk sulit.",1
Alfian Pebriansyah,Makin lemot koneksi nya setelah update,1
Andri Ardiansyah,Aplikasi mobile banking yg belum relavan untuk di gunakan karena tidak bisa berfungsi dengan baik . 1. Masalah pada login 2. Masalah pada aplikasi yg terus berhenti 3. Masalah pada saat pendaftaran,1
Akbar Ilham,Lemotttttt susah dan lama loading nya tolong di perbaiki,1
Mulyadi Jono,Aplikasi ini kok tambah muter ae ndak bisa login .. jauh lebih bagus sebelum update....,1
idan sujarwadi,"Update ke V3 tidak bisa login, muter muter terus, sudah ganti jaringan tetep sama malah nge bug, bukan kemudahan yang di dapat malah emosi yang di raih",1
Ari Pratama Saputra,"Di update malah susah jadinya, cuma orang² tertentu aja ya bisa sangat amay mengekecewakan",1
Ray Bryand,Setelah update kenapa jadi jelek yaa? Loading teruss,1
Sabar setio,"Parah banget, mending versi sebelumnya. Versi terbaru malah lambat",1
Luca Derian,"Maaf saya kasih bintang 1 disaat lg g3nting gentingnya ingin transaksi kenapa selalu eror? Apa ga bisa lebih baik lg? Ngomongnya di update biar lebih baik lg nyatanya malah lebih parah!!! Login lama masuknya passcode ga dikirim kirim udah kirim ulang masih aja gak ada tuh passcode nya, mending hapus aja aplikasinya biar pengguna CIMB Niaga gak kecewa terus, aplikasi dibuat untuk memudahkan ini malah untuk menyusahkan, makin hari bukannya lebih baik malah lebih buruk malah makin parah buruknya!",1
Fauzi azmadi Tarigan,"Di update malah makin parah lambat x loading nya seharusnya semakin baru semakin berkembang,, adehhhh",2
Rosa Aliya,"Octo mobile jadi lemot dan susah login setelah update, bikin pusing saja😑",3
mohamad jamaludin,"di upgrade malah jadi ga bisa buka,mending yg lama",1
Adnan Gautama,"Login dipersulit,setelah bisa kebanyakan loading",1
Rima Febriyani,Di perbaharui bukan nya tambah mempermudah malah jadi sulit di tambah suka log out sendiri jadi lama aplikasinya,1
Emink Lee,"Kita disuruh update,begitu sudah selesai malah gak bisa dibuka. Kalo gak niat bikin aplikasi gak usah buat. Banyak bug dan mempersulit user. Harusnya rating nya 1.0 bukan 4.4",1
Luckman kilua,Update baru..malah kacau. Ga bisa kebuka sama sekali...!!! Mendingan tutup akun octo mobile..,1
Agit Fauzi,"Makin kesini ko makin gak jelas ,pemulihan user id malah eror loading lama..balikin ke versi semula lebih cepat dan simple..aplikasi ini gk bisa di gunakan 😥😥😥😥😥😥",1
Juan_ Playz :D,SETELAH UPDATE NGGAK BISA LOGIN GIMANA LOADING TERUS GAGAL,1
Diono,"Ternyata banyak yg komplain Dengan adanya pembaruan ini malah sulit untuk login, padahal sandi sudah benar tapi selalu gagal tidak bisa masuk, transaksi tidak dapat dilakukan apakah ini hasil riset ynag yang luar biasa sehingga nasabah gagal masuk. Aneh aja nih M bangking nya",2
Rio Erikc,Baru update malah lemot banget...mau liat apa2 gak bs ...,2
Dicky Ismunandar,aplikasinya keluar sendiri terus.loadingnya lama 😠😠😠😠,1
Septian Kurni Awan,"Aplikasi lemot saat sudah diperbarui. Untuk login aja susah banget, pemilihan menu sangat lemot padahal internet lancar. Kacau",1
Ivan Eka Oktavianto,"KALAU BIKIN APLIKASI, MINIMAL GUNAKAN SDM YANG KOMPETEN. APLIKASI RUSAK, BERAT SEKALI TIDAK SAMA SEPERTI APLIKASI BANKING DARI BANK LAIN. CIMB NIAGA SANGAT PARAH!!!!!!!",1
Korprianto Nababan,"Versi terbaru sepertinya belum siap untuk digunakan, loadingnya lama sekali😞",5
Jazuli zein,Lemot,1
Asr,Setelah up date aplikasi malah harus log in ulang. Tidak bisa pakai sidik jari. Padahal lupa user id krna sdh lama tdk log out. Pake menu recovery akun masukin no rkening dan password pun error. Ah idot mempersulit nasabah. Saya biasa transkasi cardless loh.... Bodoh bodoh,1
+6282211193337 Juki,Terlalu lama loading bos. Enak apk yg dulu,1
Sopian Cassanova,Diperbaharui bukan malah makin enteng aplikasi malah makin berat... Log in susah for close terus .. tolong Pihak CIMB NIAGA.. KLO UPDATE APLIKASI JGN. DI BUAT BERAT BGINI.,1
Ifal rifaldi,Semenjak tampilan baru lemot nya minta ampun,1
Sakraia 123,"Setelah aplikasi diupdate... Sumpah susah banget login... Pemulihan user ID error terus... Mau transaksi jadi susah, semua terpending!",1
marcelina christine,"Setelah di update loading terus, gk bisa transaksi sama sekali, masuk aja gk bisa, cuma loading terus, pas udah bisa masuk masih aja lama loading nya",1
she_tea 25,Setelan di update malah Jd ngg bisa di buka doank .... Bukannya mempermudah malah mempersulit,1
muhammad arif,"Emg kyk udh mw bankrut ni bank,update terbaru aja loading mw masuk aja lama bener gagal pula",1
Hari Rawink,"Aplikasi abis di update malah gak jelas, masuknya susah keluar keluar terus, kalo belon siap gak usah d update malah ganggu transaksi",1
Syafi'i Azka,Kenapa jadi lemot setelah di update? Login saja gak bisa.,1
hendar permana,"Gak jlas banget sih octo mw transaksi jadi terganggu,,,, klau mau update aplikasi usahakan di benarkan dlu,,,",1
Nadilla Iftinan,Yang baru jadi lama,1
Steve Kwandy,Hei apa ini ? Setelah update kok ng bisa login padahal username sudah benar dan setelah dicoba lagi sistem mendeteksi aplikasi memiliki bug dan dialihkan untuk hapus memori tapi kok masih belum bisa login.,1
Atjun Kustiawan,"Update terbaru malah menyebabkan aplikasi susah dibuka, loading terus",1
Vian Cester7 Official,Semenjak diupdate ko g bisa diakses,1
Rinaldy Dwi Permana,Payah,1
SHINTONG SARAGIIH,Knp saat dibuka aplikasi terus berhenti setelah di update min,2
Ar vij,"Setelah update jadi ga bisa log in, jadi ga simpel, tolong tindak lanjutnya",1
Raka Dzulfiqar,"Setau saya pembaharuan itu ada sesuatu yg diperbaharui. Tapi kenapa setelah diperbaharui malah akses transaksinya lebih lama dari versi sebelumnya?, Masa mau transaksi aja harus memakan waktu 10 menit",2
Benny Lau,Di update malah lama bukanya mendingan ga usah di update,1
Miya Sahila,Mau transaksi di suruh update. Sudah update mau login susahnya minta ampun. Nunggu sampek layar hp mati juga belum bisa login. Ulangi sampek bosen juga sama aja. Tetep ga bisa login. Mau sms banking juga ga bisa. Heeemmmm,1
Muhammad Fajar Maulana,Habis di update malah gk bisa di buka,1
A R,Hadeh ini habis di update malah makin lemot dgn tampilan baru 😑😑 padahal pakai wifi,1
Jandri Pasaribu,Semenjak update versi 3.0.0 kok semakin rusak ya ni apps?,1
LUCKY ULWAN 1393,setelah update makin gak jelas..login gak bisa selalu lama..,1
Aina Zahrana,Update terbaru lebih lambat respon nya,3
Bang BLANK,"Setelah di up knp ga bisa login sih,",1
amel amel,aplikasi tambah berat di data nyesel di update,1
Derry Quese,Di update malah gk susuah login muter doang kyk odong²,3
Egi Triadi,"Aplikasi ancur makin ancur semenjak update 17-18feb, ""Aplikasi telah berhenti"" dan ""Aplikasi terus berhenti"" aja terus hadeh hadeh hadeh 😴",1
Jelia Dian Purnama,Kenapa lemot sekali 🙈🙈😭🤣,1
Cerah Rupian,Tidak bisa login masih ada bug,5
Khaira Arsylaa,"pembaruan data jadi lemot, saya jadi ga bisa transaksi tanpa kartu, payah",1
Ardian Pratama,Aplikasi masih perlu diperbaiki lagi,4
Pujiyono Farhan,setelah update jadi lambat sampai tidak kebuka-buka dan bahkan ke tutup sendiri,1
Umar Riva,Ganti tampilan baru malahan tambah lemot..... Percuma ganti tampilan dan fitur di perbaharui kalau jadi lemot aplikasinya..... Bukan mempermudah.... Malah mempersulit akses....... Ganti Bank lain saja lah yang lebih mudah,1
Abdul Kholik,"Aplikasi yang BURUK, gabisa apa-apa m-banking ini",1
Mimz Qn,Aplikasi nya lemot bgt setelah diupdate pake yg baru. Ampuuuuun deh ngeselin. Padahal lg butuh bgt utk transfer di saat saat yg penting. Jd merugikan,1
Hendro Cahyono,Tambah versi malah lelet kayaknya belum siap,2
Yuniarto Ajah,Update aplikasi kenapa malah lemot bgini ya ?,3
Tohar ismangil,Lemot banget apk sekarang,1
ronny ranggas,Kenapa diminta harus di perbarui tp alhasil ga bisa di akses. Aplikasi sebelumnya ga ada masalah,1
Agus Setyawan,Setelah pembaruan g bisa login... sumpah bikin pusing..,1
Bong Siat Lie,"Habis diupdate Mlh gak bs login , Hubungi Call center tp gak ada Solusi , mnding BCA mobile lbh praktis",1
Pengguna Google,Versi baru ini lemot buat transaksi 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,1
Apa Aja,Kecewa dengan adanya update bikin Lag lama untuk login,1
Koko Rico,"Saya pengguna octo mobile yang sudah bertahun tahun. Baru sekarang app octo mobile di update dengan versi yang sangat tidak sempurna, karena tdk bisa terbuka dengan cepat dan sempurna. Saya tidak berhasil membuka rekening saya untuk cek saldo saya. Pengembang app octo mobile yang skrg ini adalah manusia manusia bodoh bloon yang sdh launch app tanpa tes dulu. Buat pengembang app octo mobile kalau kalian tdk mampu memperbaiki app octo mobile yg baru, setidaknya jangan rusak app octo mobile yg lama",1
Putu Laksana Wijaya,setelah diupdate jadi force close mulu dan makin lama log in nya sampai bosen nungguin... 😢😢😢 jd harus ke atm bolak balik untuk transaksi. pdhl harusnya bisa sambil rebahan dikamar.,1
Riko susanto,Aplikasi ga berguna..masa bilang saldo tdk mncukupi..pdahal msh ada 1 jt an..kecewa sekali dengan cimb,1
One Cah Lanang Loro,"Aplikasi nya lemot apa lg skrng tambah lemot smenjak di perbaharui.loding nya lama ,suka keluar sendiri dan sekarang jd ada biaya nya.mohon di prbaiki lagi.tmksh",1
Wahyudi Suharsono,Maaf setelah diperbaharui aplikasinya lemot pakai bangetttttttttttttttttttttttt Nungguin sampai setengah Jam cuma muter2 doang. Tolong diperbaiki,1
Hafiz alasad,"Abis naik versi malah susah buat login, minta passcode ga keluar-keluar.... Perbaiki dulu nanti saya perbaiki juga penilaian nya",1
Customer Isn 1,Update 18 feb 2023 SANGAT BURUK. LEMOT SEKALI. NGUWER NGUWER MELULU,1
Arul Miftahul,APLIKASINYA LEMOT !!!,1
bobby novan,U cek report TF keluar dan masuk tdk bisa di lihat jelas waktu nya serta siapa pengirim nya karena kalau mau info tmn tf sdh masuk kesulitan,5
Andri Kristian,"Terlalu lama buat login & lain²,.makin ancur,.masih mendingan apk dlu,.balikin ke dlu aj klo blom siap",1
yuda satria,Di update malah makin ga bisa dibuka nih,1
Iqbal Brilianto,Aplikai ribet loading lama,1
Yogie Tito,Aplikasi octo Mobilenya keluar keluar terus mau login terus ada tampilan bug octo Selesai update jadi gabisa login,1
Untung Fadli,Aplikasi minta di update kok malah ga bisa digunakan sih dari kemarin aman aman aja kenapa setelah di update jadi ga bisa dibuka....?? Ini jadi rugi besar saya karena transaksi saya hari ini kepending,1
Apit Apriyansyah,Harap di perbaiki Tidak bisa login,5
Hari Rivain,Abis diperbaharui malah ngak jelas. Mau masuk aja ngak bisa bisa.,1
Sobri Peija,pembaharuan bukan tambah mempercepat malah makin susah buat transfer aja susah sampai berjam2. kurang bagus pembaharuannya. masih enak bertransaksi dengan versi sebelumnya. harusnya kalau memperbaharuin itu lebih simple aman dan lebih cepat. bukan di bikin tambah lambat. sangat tidak puas. mohon maaf saya pengguna setia octo mobile tolong di pertimbangkan lg. masa mau transfer dan login aja butuh waktu lama dan susah berkali2lg nyobanya keburu habis batre. masa kita pusing gara2 mau tf doang,1
Samsung J2 core,Aplikasi'y sngat bgus dn menyenangkan,5
yaya sulaiman,Setelah update. Kenapa malah susah buat log in ya,3
Moch Yani Firmansyah,"Setelah update, gak bisa login, selalu gagal,, firur elit login sulit,,",1
Muhammad Idris rizki,Saya kecewa sejak hari ini setelah update untuk login ajah susah banget bolak balik saya login pake user id gak bisa masuk kecewa Banget udah tlfn cs nya gak angkat juga pula . Mohon di perbaiki lagi ya,2
Itsar Nurdiani,Kenapa abis di update malah gabisa login Saran saya mendingan ga usah ada update updatetan yang ada aplikasinya nambah busuk Susah login,1
santuy sejenak,"Setelah pembaruan mau login kok jadi susah ya, gimana sih ini",1
Toni Rosadi,"Jelek setelah update malah gak bisa masuk, aplikasi nya suka keluar sendiri",1
margaretha christine,Tidak bisa login dan selalu ke log out..,1
Annisa Ramadhini,Ini kenapa habis di update malah sama sekali gk bisa dibuka ya padahalal jaringan stabil aja tp keluar sendiri,1
Karto,"Versi baru rilis hari ini hampir gak bisa digunakan,,sad",3
Rizky Aditya,"Padahal baru di update mau dibuka malah mental keluar mulu aplikasinya,, makin lemot sekarang",1
Hesti Avriani,"Perbaruan sistem malah makin parah gak bisa login, berat cuy. Tarik tunai aja pake acara kena biaya. Hadeh berpaling dah",1
Nabila Nufus,"Aplikasinya lemottt bgt setelah di update, login sampe nyoba berkali-kali masih loading doang udh nyoba sampe setengah jam masih gabisa... Bikin kesel aja",2
Aditya InKa,Login berulang kali gagal..sungguh mengecewakan..mau cek saldo dan transaksi tidak bisa..,1
Rudi Vaisal,Tidak bisa di pakai aplikasi ini. Sangat buruk,1
ANGGA POP,Makin kesini makin ga jelas lolal lemot!!!!!,1
Dewi Astuti,"Ini gimana sih. Perbaikan sistem dr semalem sampe jam 10 td. Habis perbaikan mau buka suruh update app nya. Giliran dah di update malah susah bgt log in dan buat transaksinya. Malah lemot bgt, loading trs. Bukanya makin bagus malah memburuk!!! Udh hapus cache sama aja ttep ga bisa. Payah",1
Fachrul Rojih,Setelah perbarui malah gak bisa login loadingnya lama banget tolong diperbaikin lagi sistem nya sementara bintang 1 sangat tidak memuaskan dlm sistem baru,1
Nurul Hamzah,Semenjak pembaruan mau login pun susah loading parah haduh g bisa buru2 mau transfer juga tolong d perbaiki lagi,1
Revaldi Sopacua03,"Baru malah nambah ribet,apk susah di akses",1
grei fitria,Ini update ke versi 3.0.0 perangkat gak di root ngedeteksi root mksdnya apa dah? Gak jelas bet ini aplikasi,1
Desi Astika,"Susah digunakan, pas udh diupdate aplikasinya malah jdi tambah lemot , login juga lama muter² terus menunya jdi tmbah ribet yg tdi niatnya mempermudah malah jdi tmbah ngeribtin🤧",2
Mursidul Fauz,"Setelah update tidak bisa login, sebelumnya lancar² saja, knpa bisa bgini?",1
Bojo Mu,Ini apk mental mulu pas di update loading nya lama tolong di perbaiki lagi,1
Tigor Sinaga,"Versi yang terbaru Bukan makin bagus dan cepet malah makin lemot gk jelas, masih bagus aplikasi yg lama. Qc nya udah gk kompeten. Di zaman 4.0. Ini terlalu lamban. Gk berkualitas. Utk log in aja pun sulit san bermasalah. Sudah tak layak utk digunakan niaga ini",1
Wahyu Setia,Tambah lemot setelah di update,3
Muhammad Wahyu Rianto,"Susah login,loading sampe panas hp",2
MUFIDA INDAH,Lemottt. Mending yg dulu,1
Franz Kenzo,"buka octo mobile dapet notif disuruh update, awalnya seneng sih liat tampilan ui nya okelah meningkat, tapi masih masalah yang sama lagi dari sebelumnya, ""perkara login"" gada yang berubah, masih aja lama gajelas, gangerti server nya bobrok apa gimana, btw sinyal gue penuh, dan udah nyoba pake data dan wifi, fokus utama aplikasi ini harusnya di kenyamanan dulu, tapi gue ganemu kenyamanan itu dari dulu sampe sekarang perkara login. katro",1
Septianto Dwi,"Parah bgt, setelah update jadi lemot banget👎👎👎",1
Andrianov Chanien,Update terbaru bikin ribet. Gw mau buru² transfer susah amat loginnya.,1
Sugijanto Hadiwidjaja,"Udah bener2 versi lama,malah ganti yg baru,bukan tambah baik tp lemot,buka2 apa2 susah,bnr2 tak berguna,payah",1
Wayan Bagus,"Tampilan baru , akses sangat lambat , saya mau pakai tp login saja susah dan lama",1
Yusup Maulana,"Ko jadi lemot setelah di update, perbaiki lagi kalo bisa",5
Anita Suryani,"Makin update makin buluk, force close terus . Menghambat kegiatan.",1
Siyam M,Aplikasi octo yg baru lounceng hari ini samgat lemod lelet respon lebih baik yg lama cepat,2
Egi Wahyu Saputra,Udah di perbarui kok malahh jdi tambah lemott aplikasi 😭😭😭,2
Wulan Melani,Di perbarui malah makin lemot gmna sih!!!,3
Vlandce Driver,Makin update makin lelet untuk login aja susah bngt padahal sinyal bagus Bikin susah aja di update mending gk update msh cepet buat masuk & transfer Klu update itu harus lbih bagus bukan mlh BOBROK !!!,1
henky prayitno,"Lelet aplikasinya login aja susah tau2 udh nunggu suruh coba lagi. Sekali keluar minimiza minta login lagi, login lambat aplikasinya bagusan versi yg lama. Lebih stabil di jaringan. Mohon diperbaiki secepatnya. Tks",1
Ahmad Dwi Santoso,Terus berhenti,1
Zhatama TV,first impression using the latest version Feb 2023 is very slow..i dont like it..Please fix soon CIMB Niaga,1
Ichsan Rachim,Setelah di update jadi lemot lambat . Padahal jaringan bagus,3
Ismail Siregar,Aplikasinya setelah di update malah ngga bisa di buka,1
Achmad Hidayat,"Maaf sblmny, waktu sy pakai octo mobile versi lama, login nya cpt tp pas sy update ke versi trbaru malah ga bisa login. Tolong diperbaiki sistemnya biar kita nyaman menggunakan aplikasinya. Tks",5
husnul hidayat,"Setelah diupdate banyak bug dan tidak bisa dibuka aplikasi menjadi berat mohon diperbaiki lagi ya,..",3
Hafiz k,"Setelah upgrade ke versi baru, login susah, menu lama muncul, keluar sendiri. Mohon untuk segera di optimalkan",1
Yuangga Adi S,"Setelah update malah eror, mending gausa update kalo eror terus. Saya sangat kecewa",1
muhammad mazwan,Sangat membantu,5
MD KD,"Update terbaru malah menyusahkan. Mau login saja muter2 lama, terakhirnya tidak dpt diproses. Klo masih maintenance diinformasikan saja. Biar gak attempt to login terus, hp jadi panas gr2 muter2 terus.",4
Khafid Miftahul Amir,Abis update kok akun jadi auto logout? Mau login ulang gabisa terus apk keluar2 sendiri,3
Anto Jakarta,"Aplikasi wedus,,GK bisa digunakan,,bisa nggak untuk diakses,,perbaharuan yang merugikan banyak orang,,.tolong dipermudah",5
Bambang Wahyudi,"Masih tidak bisa login ,,, huftt",1
Sahal Tasturi,"Parah padahal sinyal bagus tapi apps mobile bankingnya ngelag, padahal baru di update. Perbaiki dengan benar dong",1
Noer Kiddrock,"Pada tgl 18-02-2023,, aplikasi Octo mobile, minta di update, setelah di update eh malah makin gak jelas, aplikasi makin lemot , makin rumit, di update bukan nya makin simpel eh malah makin gak jelas, semoga segera di perbaiki.",1
Ibnu Zharkasih,"Setelah update malah susah login, harus setting dari awal lagi dan selalu gagal. Bank besar tapi amatiran gini yg bikin apkikasinya.",1
yayan suryana,Octo brengsek masa di updet malah forclos terus,1
Ayra Qonitati,Habis diperbaharui malah gak lancar,3
Heri Sophian,Saya log-in ngga bisa2 knp yah terus selalu keluar sendiri dari aplikasinya,5
ade erma diah mangesti,Semenjak di update bukanya lancar malah error mulu... Anjjnghg,1
Ibnu Zaky,"apk susah di akses, lemot & gk bisa di akses utk daftar via hp harus datang ke gerai...",1
Fathul Rahman,Apdetan ter buruk... Kalo blum sempurna jangan di reales .. Merugikan,1
arya bima hotman sena,Parah lemot...gagal ligin trus,1
Feshie Anha,Kok malah lemot banget sihh..mending gg udah update... Log in susah sekali... Sinyall fulll banget...,1
Andri Honda,Kenapa pas upgrade jd sush bgt msuk sm trnsksi,1
Riduan rahma Wijaya,Update yang skrang malah lemot dan lag. Mohon di perbaiki,2
Dede Mardiyanto,"update terbaru malah lemot, sering force close. padahal koneksi internet bagus.",3
Jarwoos X Arcadia,Abis update ke versi 3 kok malah makin jelek,2
muhammad idrus,Aplikasi selalu keluar,1
Tri Momom,Lelet sekali😇😇😇,3
cipta kelana,Jadi lemot login aja lama banget,1
Fauzzy Romdhani,Abis upgrad malah ngak bisa login.,1
Opan Audy,"Setelah diperbarui,susah untuk login. Dibanding sebelumya",1
agus rianto,Setalah pembaharuan kenpa tdak bsa digunakan yahh,1
Defa chanel,Setelah di update malah ga bisa login. Bukannya tambah baik malah tambah parah,1
Faizul Muklisin,"Setelah aplikasi diperbarui, fiturnya makin buruk.",1
Yanto Ariyanto,Parahh bangettt bangkeeeee.. tololl banget loadingnya.. 2 hari loadingnya gk berhentii..,1
roxxshit setia one,"Tampilan sudah cukup bagus, .. Tapi akses ke tiap menu masih sangat lemot.. Terlalu lama loading... Jadi lebih bnyk gagal nya untuk akses tiap menu. Mohon segera diperbaiki.",2
ardi hubla,Knp setelah di update malah nge lag2 terus. Permintaan anda tidak dpt diproses. Tolong dong admin,3
Doni Cherly,"Banyak erornya terutama akhir pekan kode otp gak muncul2,, jelek banget ini aplikasi sayang banget kerjasama dengan Gojek jadi TERPAKSA saya pakai meskipun aplikasi nya hampir gak bisa dipakai",1
Fani Nanda,"Sudah update, pas mau logg in selalu force close",3
Ardyan Revan,Jaringan lemot parah transaksi gagl terus,1
Dwi Yogi,Gimana ini habis update kok gk bisa login,1
bernie horhoruw,"Disuruh update versi terbaru tapi lemot banget aplikasi, bukan masalah jaringan atau kuota karena digunakan di rumah yang sama dan kuota masih bergiga-giga, tolong para ahli pembuat aplikasi ini gercep dibenahi agar pekerjaan anda terlihat profesional bertanggung jawab",1
Muhamad Novianto,"Versi 3.0.0. Mau login gabisa hadehhhh, saya jadinya gabisa login mbanking octo mobile. Mohon bantuannya.",1
Novita Dwiaryani,Pembaruan aplikasi tapi susah banget buat log-in selalu gagal terus .. gimana sih,3
Ade Parsiti,"Aplikasi sekarang lemot mau login dan TF susah, SDH 3 jam gak bisa di proses tranfernya.bikin emosi saja",2
Yuda Anggara,Parahh setelah di update versi baru malah lemot sekali sangat mengecewakan,1
Faizul Muklisin,"APK DI UPGRADE, FITUR APK DOWNGRADE. 👎",1
Kangikan 24,Udh update terbaru bukan nya lebih lancar malah makin parah mending jangan update sekalian,1
Zainal Masri,Aplikasi gg bisa di akses...sangat kecewa sama aplikasi yng baru inijji,1
Bayu Pratama,Habis di update malah ga bsa login,1
Bee Adji31,Kenapa semenjak pembaruan mau login susah banget ya,4
Elisabeth,Aplikasi error terus,1
Dalus Sle,Kenapa setelah perbaikan malah susah log in,5
ASH plays,"Aplikasi tidak dapat digunakan setelah perbaharuan di PlayStore dan saya tidak bisa login ke username saya, mohon segera di perbaharui lagi terimakasih",1
Dede Permana,"Abis maintenance malah jadi gak jelas, lemot pula",3
Mustofa Junior,Kenapa sekarang malah lemot bukanya.. masih bagus yg dulu..,5
Dyah Ike lusia,Aplikasi nya makin susah dan lemot mau masuk dan transfer aja lemot bgt semakin kesini aplikasi nya semakin jelek.gak rekomendid bgt sih aplikasi ini,1
Ucay 28,Setelah update ko jadi makin parah ya,1
Rahiman Sjah,"Setelah di upadate bukan nya makin baik ini malah semkin lemoooottttt, ngak jelass ngak memudahkan user malah ngeselin",1
Syahroji Oji,Parah setelah di update jadi lemot bngt,4
Copha Gamers,repot amat nie aplikasi sudah update malha makin lemot . makin ribet mendingan yang lama .,1
Harry Gumilar,Setelah update versi menjadi lemot banyak bugnya. Transaksi menjadi sulit karena ga bsa login !,1
Muhammad Syahputra,Makin di update ke yg baru kok makin bodoh aplikasi nya.. udh pake WiFi aja gak bisa kebuka,1
jaya saputra,Semenjak update malah jadi susah login susah transaksi,1
Ibnu Isa,Malah tidak bisa digunakan transaksi setelah upgrade haduhh,1
Siska Putri,Aplikasi sangat buruk dan tidak layak di gunakan karna emang tidak bisa digunakan🤬,1
yeka opicial,Ok,5
Sandi Handika,Saya kira setelah update makin lancar ternyata malah makin buruk,1
Eventus HariyantoP,Jika ada pilihan bintang setengah saya akan mengubah penilaian saya,1
Marbod Gaming,"Setelah update aplikasi malah jadi lemot, payah developer nya. Klo GK bikin aplikasi, GK usah sok update. Udah bagus yg kmaren",1
Sahra Nuansi Prameswari,Kok setelah diperbaharui versi terbaru malah ga bisa login ya ? Padahal yg versi sebelumnya lebih mudah login nya,1
Zal Mnr,Update nya Tambah ribet . Bukan jadi bagus malah jadi tambah berat . Gangertipadahal hape aing hape ringan,1
Ray Sihombing,Di update jdi lemot dan tidak bisa login.aneh,2
Hadi Nugroho,Kenapa ini aplikasi nya? Di-update kok malah ga bisa dipake,1
Adhi Kresna,Update 18 Feb crah terus... Segera perbaiki. Terimakasih,1
Hanto Cihans,"Versti terbaru setelah update susah login, lemot banget, kadang sampai keluar aplikasi",1
Harycool21,"Makin hancur gini setelah update, makin gk karuan , mana loading lama x Apk makin gk bisaa digunakan, kecewa saya",1
mega rahayu,aplikasi yg baru sangat lemodd sekali tidak berguna.. padahal pake wifi,1
Reza Simatupang,Lemot,2
hariawan fadil,"Setelah di update malah gabisa dipake,gajelas pol rek aplikasinya",1
Lanjar Nugroho,"setelah update, malah tidak bisa login. Padahal user id sudah benar",1
Samsu Usup Sudiarsono,Susah Login minta turun ke versi sebelumnya,1
Laila Msrf,Lemot banget aplikasinya,1
Indra Wijaya,abis update ga bisa log in gimana dah,2
Elgi Juliana,Update bukanya makin bagus malah makin gajelas,1
Alexander Krisnamurti,Diupdate malah ancur,1
Irfan Firdaus,Aplikasi mobile banking paling oke lengkap mudah dan keren,5
Ahmad Ismail Juliardi,"Update terbaru cukup bagus sekarang bisa di back, tampilan jdi simpel n ada game tapi login sekarang susah banget loading berat. Tolong perbaiki apknya biar ringan",2
Niko Satriya,makin kesini makin gk jelas malah gk bisa login auto pindah sebelah ja,1
Riska Putri,Gak suka 😴 kenapa habis peningkatan sistem tambah lemot mau login aja lama amat,1
Niken Aja,Malah jadi RIBET Login gak bisa bisa,1
Siget Djasswanto,Habis maintenance trz update versi baru malah log out trz... Tim pengembang gmna apa kah sudah siap untuk versi terbaru... Hadeeeh...kalau sekiranya siap mending gak usah update...,1
hikmat lesmana,setelah di perbaharui kenapa jadi lemot ini😒,2
Pradana,"Aplikasi yg KATANYA baru ada peningkatan tapi mau login saja tidak bisa, lupa id nyantumin debit/kredit card eror🤣 lah kepriye tho iki..roll back aja aplikasi lama kalau pakai yg baru bukannya peningkatan malah NYUSAHIN.. admin cs jg tanggapannya kaya kurang wawasan..dikit² nyalahin pulsa..lah pakainya pascabayar unlimit masa iya suruh isi pulsa.. ga ngotak🤣",1
Bintara Kelana,Aplikasi abis di update malah leletnya poll ini.... Mau buka pake sidiq jari gak bs,1
